epoch,generator loss,discriminator loss,train score,test score,new test score
37,101.32704,-15.846187,0.40927673270938125,0.3055555555555556,0.5476190476190477
38,100.12189,-15.746267,0.41282616936632593,0.3611111111111111,0.4166666666666667
39,86.19043,-15.375895,0.41340053322703196,0.4305555555555556,0.4166666666666667
40,85.013145,-15.560768,0.4177887478223249,0.4305555555555556,0.44047619047619047
41,89.43792,-15.546283,0.42271338093197525,0.3055555555555556,0.40476190476190477
42,93.16689,-15.732808,0.41872338831007644,0.4166666666666667,0.4166666666666667
43,107.418724,-15.139041,0.42643929356002747,0.3611111111111111,0.5357142857142857
44,103.85075,-15.697007,0.4287665783379364,0.4305555555555556,0.5
45,101.175354,-15.31989,0.42942842019928956,0.4305555555555556,0.4642857142857143
46,80.89051,-15.349586,0.43050701824571075,0.4166666666666667,0.40476190476190477
47,103.16536,-15.480564,0.430878267134211,0.375,0.47619047619047616
48,113.329475,-15.517031,0.4323605534591862,0.3611111111111111,0.5476190476190477
49,104.23548,-15.741075,0.4378378017702178,0.4305555555555556,0.4166666666666667
50,159.76286,-15.78722,0.4336140648611151,0.3611111111111111,0.5238095238095238
51,135.65393,-15.616119,0.44319919760477927,0.4305555555555556,0.4523809523809524
52,127.64352,-15.6438465,0.4401698610668179,0.3611111111111111,0.4880952380952381
53,94.006134,-15.689144,0.4433193226698479,0.3611111111111111,0.5714285714285714
54,80.59966,-15.685484,0.4420714722466769,0.375,0.5476190476190477
55,82.67009,-16.12597,0.43635176792904257,0.3611111111111111,0.4523809523809524
56,91.23293,-16.473053,0.44515744121477435,0.5,0.44047619047619047
57,85.36406,-16.48572,0.4495275372982029,0.3888888888888889,0.4880952380952381
58,100.56018,-16.420053,0.4451361023595617,0.4166666666666667,0.47619047619047616
59,77.24926,-17.250307,0.44079127431745674,0.4027777777777778,0.5595238095238095
60,101.64879,-16.449749,0.4484966390332781,0.4027777777777778,0.5357142857142857
61,95.56525,-17.219212,0.4513650135224033,0.3888888888888889,0.4880952380952381
62,103.43998,-17.263184,0.4540015338026328,0.4861111111111111,0.44047619047619047
63,87.701515,-17.408354,0.44719071455501525,0.3888888888888889,0.44047619047619047
64,104.97736,-17.942406,0.44869116179101104,0.4305555555555556,0.5
65,123.010605,-18.291912,0.4535377767179265,0.4305555555555556,0.5476190476190477
66,128.84361,-17.95269,0.4564735446437505,0.4305555555555556,0.47619047619047616
67,120.15374,-17.802744,0.4549360885037752,0.4027777777777778,0.5595238095238095
68,128.64104,-18.839098,0.4521437203119618,0.4444444444444444,0.4523809523809524
69,135.46857,-18.5216,0.45814317369428836,0.4722222222222222,0.5833333333333334
70,115.27415,-17.782768,0.453760423985344,0.3611111111111111,0.4642857142857143
71,102.2989,-18.971285,0.4512448711992427,0.375,0.5595238095238095
72,133.51662,-19.161985,0.4590878309426594,0.375,0.5
73,103.6378,-18.668678,0.4626398866076167,0.4027777777777778,0.5357142857142857
74,114.42805,-18.576996,0.45623707145590015,0.375,0.5238095238095238
75,94.03109,-18.756369,0.45941579878218336,0.3472222222222222,0.44047619047619047
76,94.73,-19.25458,0.4596598350117893,0.3888888888888889,0.5476190476190477
77,81.33397,-19.903673,0.46110141663749116,0.4305555555555556,0.5119047619047619
78,80.73285,-19.240479,0.46400364187299087,0.3888888888888889,0.5357142857142857
79,102.731445,-19.796328,0.4645388333744081,0.4305555555555556,0.5
80,103.47821,-19.539162,0.46875538513664317,0.5555555555555556,0.47619047619047616
81,97.197685,-19.907372,0.47126811880457514,0.4027777777777778,0.5476190476190477
82,122.1558,-20.212677,0.461693654241104,0.4305555555555556,0.5238095238095238
83,115.18674,-20.394062,0.4658124256979849,0.3472222222222222,0.5
84,88.25204,-19.717573,0.46355135085964405,0.4027777777777778,0.5357142857142857
85,79.31238,-20.208542,0.47070456553216816,0.4166666666666667,0.5357142857142857
86,77.61275,-20.387926,0.471911432454354,0.4861111111111111,0.5595238095238095
87,77.107216,-20.42999,0.46667800301542167,0.3611111111111111,0.5714285714285714
88,73.6373,-20.410559,0.4697860768857677,0.375,0.47619047619047616
89,80.26066,-21.308966,0.47136307017052054,0.4166666666666667,0.5476190476190477
90,82.55175,-21.165556,0.46760580080947434,0.4444444444444444,0.5119047619047619
91,96.01723,-21.193748,0.4694073957919124,0.3888888888888889,0.5833333333333334
92,76.52928,-20.68686,0.4710952257987671,0.4027777777777778,0.5238095238095238
93,83.77127,-21.016916,0.46889446857247885,0.4027777777777778,0.5357142857142857
94,86.47766,-21.331676,0.47041375909377364,0.375,0.5357142857142857
95,92.58176,-21.70188,0.473082619958106,0.375,0.4523809523809524
96,92.0891,-21.54159,0.47369109643461654,0.5,0.5238095238095238
97,88.38998,-21.190254,0.4732744041184209,0.4166666666666667,0.4880952380952381
98,99.324585,-21.247208,0.4710340277728738,0.3611111111111111,0.5238095238095238
99,104.60826,-21.307732,0.47214374554963234,0.4027777777777778,0.5357142857142857
100,88.71378,-21.57541,0.4764897056005461,0.4305555555555556,0.5357142857142857
101,78.28468,-22.031666,0.47761678100380295,0.4166666666666667,0.5833333333333334
102,80.35561,-21.6149,0.4765941941015822,0.3611111111111111,0.5714285714285714
103,78.69676,-21.320745,0.4762977070586396,0.5277777777777778,0.5
104,62.693108,-21.663263,0.47678918067029435,0.4583333333333333,0.5714285714285714
105,64.65958,-22.104786,0.4766854578378977,0.4027777777777778,0.5714285714285714
106,69.21759,-22.095366,0.4760840198970152,0.4583333333333333,0.5595238095238095
107,83.791885,-22.383636,0.4743441421033582,0.4166666666666667,0.5119047619047619
108,76.80755,-22.175108,0.4740454789174211,0.3333333333333333,0.5476190476190477
109,85.69601,-22.54535,0.4790930599390255,0.4166666666666667,0.5357142857142857
110,75.045,-22.54448,0.47349633598768814,0.3888888888888889,0.5476190476190477
111,60.360744,-21.75496,0.4747785383676038,0.3472222222222222,0.5476190476190477
112,47.437485,-23.107342,0.47336197782322237,0.4166666666666667,0.5119047619047619
113,42.686043,-22.328167,0.47355532326456834,0.3472222222222222,0.4880952380952381
114,53.926422,-22.975103,0.4767709975952982,0.3611111111111111,0.6190476190476191
115,57.582237,-22.675955,0.4778917927914006,0.375,0.47619047619047616
116,61.5667,-22.478117,0.47786333814897364,0.4444444444444444,0.5
117,65.284805,-22.389565,0.47855950877005504,0.4305555555555556,0.5238095238095238
118,46.94717,-22.477858,0.4790581464449942,0.4166666666666667,0.5476190476190477
119,47.394775,-22.323463,0.4755753745065282,0.2916666666666667,0.47619047619047616
120,45.457527,-22.746305,0.4755400342154455,0.3472222222222222,0.5119047619047619
121,48.137234,-22.44915,0.47699184776623516,0.4166666666666667,0.5238095238095238
122,45.876762,-22.870983,0.475564767636639,0.3611111111111111,0.44047619047619047
123,61.17829,-23.337214,0.47445205673567126,0.3194444444444444,0.5238095238095238
124,75.58175,-22.417147,0.4813423289161321,0.4027777777777778,0.5
125,59.837032,-22.70058,0.4789191259474469,0.5277777777777778,0.5952380952380952
126,45.224335,-23.181156,0.48180481156039084,0.375,0.47619047619047616
127,56.16227,-22.979076,0.4814912947252033,0.4166666666666667,0.5357142857142857
128,48.06428,-22.898895,0.48123398204056445,0.4444444444444444,0.5595238095238095
129,44.790775,-23.139874,0.48271339704698235,0.4722222222222222,0.5714285714285714
130,56.849747,-23.707022,0.485165679263423,0.3888888888888889,0.6071428571428571
131,56.880753,-22.763172,0.4821024148376566,0.4027777777777778,0.47619047619047616
132,55.322086,-23.229109,0.4819947496069065,0.4166666666666667,0.47619047619047616
133,63.21456,-23.435919,0.48098190247368267,0.4027777777777778,0.5119047619047619
134,74.40485,-23.405785,0.4772271295634047,0.3888888888888889,0.4642857142857143
135,63.294373,-23.409288,0.4823507858810696,0.4166666666666667,0.5833333333333334
136,59.470512,-22.8132,0.4799865012323492,0.4027777777777778,0.5
137,68.22665,-23.748272,0.48315993407862196,0.4444444444444444,0.5357142857142857
138,65.660355,-23.866953,0.4804156288354565,0.4722222222222222,0.5595238095238095
139,56.85915,-23.240692,0.47502025082465554,0.375,0.5714285714285714
140,52.723083,-23.517548,0.4770628588419726,0.375,0.5238095238095238
141,60.2184,-23.842138,0.48007568689528946,0.4583333333333333,0.5833333333333334
142,55.850655,-23.218897,0.4796727848898335,0.4444444444444444,0.5476190476190477
143,54.98192,-24.057215,0.4781070801184465,0.4444444444444444,0.5357142857142857
144,65.462616,-23.3296,0.48071727508524764,0.4166666666666667,0.5595238095238095
145,63.982113,-23.941525,0.4810127873135283,0.4444444444444444,0.5476190476190477
146,60.12981,-23.971628,0.4796775454504484,0.4166666666666667,0.5595238095238095
147,55.233395,-23.707869,0.4812549847021675,0.4444444444444444,0.5595238095238095
148,61.10116,-23.306849,0.4798901095607942,0.4166666666666667,0.6190476190476191
149,64.22738,-23.61525,0.4806946591180631,0.4722222222222222,0.5238095238095238
150,59.77186,-23.006477,0.4838559317132879,0.4305555555555556,0.5
151,50.983025,-23.328304,0.4855568647961999,0.3611111111111111,0.5714285714285714
152,53.207855,-23.889278,0.4824663757900498,0.4305555555555556,0.5595238095238095
153,45.640293,-23.674753,0.48269336481835234,0.3472222222222222,0.5476190476190477
154,44.93933,-23.659407,0.4798048827402584,0.4166666666666667,0.5833333333333334
155,40.32838,-23.522573,0.4817334544077868,0.4166666666666667,0.5238095238095238
156,50.735794,-23.89087,0.4823979874828405,0.4583333333333333,0.5714285714285714
157,52.01979,-23.718328,0.4776951570478538,0.4444444444444444,0.5714285714285714
158,59.628975,-23.19924,0.4819755390163697,0.4166666666666667,0.4880952380952381
159,59.180794,-24.081173,0.4864903360696953,0.4861111111111111,0.5119047619047619
160,54.703075,-23.926191,0.48695733862417656,0.375,0.5357142857142857
161,52.24135,-24.278095,0.48294768747773775,0.375,0.5476190476190477
162,45.77602,-23.889513,0.48280508042255715,0.4027777777777778,0.5476190476190477
163,62.18371,-23.653053,0.48104378750214205,0.3611111111111111,0.5476190476190477
164,64.62682,-24.44369,0.4871860767974245,0.4305555555555556,0.5714285714285714
165,64.54207,-24.416412,0.48360896419913774,0.3194444444444444,0.5833333333333334
166,61.52822,-24.068323,0.48282520382712846,0.4027777777777778,0.6071428571428571
167,67.32078,-24.058489,0.486778158505051,0.4444444444444444,0.5714285714285714
168,73.961876,-24.30583,0.48071491913483566,0.4583333333333333,0.5357142857142857
169,73.7589,-23.914259,0.48751663901777054,0.3888888888888889,0.5238095238095238
170,67.09376,-24.25461,0.48549447565315323,0.4583333333333333,0.5952380952380952
171,69.964645,-23.491558,0.4878768555835184,0.4027777777777778,0.5
172,60.440083,-23.960598,0.48348431580718065,0.3888888888888889,0.5238095238095238
173,63.393677,-24.219421,0.48217048785833616,0.4583333333333333,0.5595238095238095
174,71.40639,-23.921946,0.4838376334479315,0.375,0.5119047619047619
175,63.63356,-24.154646,0.490620561978189,0.5277777777777778,0.5238095238095238
176,59.32092,-23.980604,0.4868619415191409,0.4027777777777778,0.47619047619047616
177,60.539883,-24.156372,0.4881264079302402,0.4166666666666667,0.47619047619047616
178,65.96764,-24.064894,0.48960508067856995,0.5138888888888888,0.5357142857142857
179,66.47905,-24.402903,0.48919955163782114,0.3888888888888889,0.4880952380952381
180,64.44193,-24.359957,0.48702001519277804,0.4166666666666667,0.5476190476190477
181,60.538124,-24.28369,0.4857969030093806,0.4444444444444444,0.5238095238095238
182,59.628826,-24.746777,0.4854807330876575,0.4305555555555556,0.5357142857142857
183,70.09056,-24.495281,0.49105358267369403,0.4305555555555556,0.5714285714285714
184,59.830154,-24.346968,0.4838183113342582,0.4583333333333333,0.4880952380952381
185,58.097557,-24.34653,0.48744985881241654,0.4722222222222222,0.4880952380952381
186,59.205227,-24.234026,0.4822061657943405,0.5,0.5357142857142857
187,58.666622,-24.138042,0.4888453680245286,0.4583333333333333,0.5476190476190477
188,53.656433,-24.521343,0.4890788517620933,0.3888888888888889,0.5238095238095238
189,46.515007,-24.219702,0.4854962069630836,0.4444444444444444,0.5238095238095238
190,39.16625,-24.255386,0.4869189226362457,0.4444444444444444,0.6071428571428571
191,48.38199,-24.91377,0.48392127181091665,0.4027777777777778,0.5595238095238095
192,51.40103,-24.433802,0.4862785696710971,0.4305555555555556,0.5714285714285714
193,46.331512,-24.509163,0.48597709084507523,0.3472222222222222,0.5238095238095238
194,42.67655,-24.845835,0.4850123937061538,0.4305555555555556,0.5238095238095238
195,41.229473,-24.411083,0.4907948744725069,0.4583333333333333,0.4880952380952381
196,53.191814,-24.160288,0.4856002732530175,0.4166666666666667,0.5357142857142857
197,55.015423,-25.036518,0.4884172151421267,0.4305555555555556,0.5238095238095238
198,50.250774,-24.428576,0.48928976706475363,0.4305555555555556,0.4880952380952381
199,51.765606,-24.675941,0.48991801901083043,0.4027777777777778,0.5595238095238095
200,64.19591,-24.475462,0.4883032366044424,0.4305555555555556,0.5119047619047619
201,66.92241,-25.014797,0.4903213938478083,0.5138888888888888,0.5714285714285714
202,65.929794,-24.145279,0.4849291587308232,0.3888888888888889,0.5595238095238095
203,72.29572,-24.89287,0.48156620497665953,0.375,0.5476190476190477
204,74.16234,-24.40193,0.48881171712394983,0.375,0.5476190476190477
205,74.54033,-24.144306,0.48762425078261107,0.3888888888888889,0.5595238095238095
206,73.34754,-24.273321,0.49166060593873673,0.4027777777777778,0.5952380952380952
207,85.490265,-24.876226,0.4916808747578556,0.4166666666666667,0.5714285714285714
208,75.19423,-24.422558,0.49038052003744403,0.4027777777777778,0.4880952380952381
209,69.45725,-24.06764,0.4879895872325969,0.5416666666666666,0.5714285714285714
210,66.54673,-24.302183,0.49057002843711045,0.4861111111111111,0.5
211,69.675095,-24.260633,0.4894209212237997,0.4722222222222222,0.5357142857142857
212,74.28997,-24.269966,0.4924253031275923,0.3888888888888889,0.47619047619047616
213,75.10772,-24.480997,0.4864588922986982,0.4722222222222222,0.5595238095238095
214,76.1506,-23.974699,0.4851742743415368,0.3888888888888889,0.5595238095238095
215,76.24442,-24.884645,0.4849670370742809,0.4583333333333333,0.5
216,78.61636,-24.373018,0.4871987973354264,0.3611111111111111,0.5595238095238095
217,80.85649,-24.612015,0.48994677241092377,0.4444444444444444,0.5357142857142857
218,75.540474,-24.337868,0.48816864157855644,0.3888888888888889,0.5119047619047619
219,84.72917,-24.645243,0.48653995810868167,0.4583333333333333,0.5714285714285714
220,81.52086,-24.508612,0.49032588444029185,0.5416666666666666,0.5595238095238095
221,69.93789,-24.148113,0.48688827527655576,0.4166666666666667,0.5238095238095238
222,65.279305,-24.510956,0.48719604682699097,0.4166666666666667,0.5476190476190477
223,57.967983,-24.49719,0.4927863655849504,0.4305555555555556,0.47619047619047616
224,59.225098,-24.624508,0.4872094901741809,0.4305555555555556,0.5476190476190477
225,64.01146,-24.019886,0.4882299835107279,0.4583333333333333,0.5238095238095238
226,65.80725,-24.21128,0.4903493190839439,0.4305555555555556,0.5
227,74.3557,-24.331188,0.49087148377671286,0.4583333333333333,0.5476190476190477
228,68.3316,-24.556189,0.4908868540006603,0.3888888888888889,0.5357142857142857
229,61.858055,-24.026287,0.4898062946546644,0.4305555555555556,0.5952380952380952
230,68.41903,-23.896538,0.4933146975275375,0.5,0.5714285714285714
231,58.933937,-23.732878,0.4894548018246704,0.5138888888888888,0.5119047619047619
232,53.737038,-24.551449,0.48542860604820703,0.375,0.5476190476190477
233,51.677174,-23.99436,0.49441686902951665,0.5,0.5238095238095238
234,65.008316,-24.471607,0.49060691338736406,0.4722222222222222,0.5476190476190477
235,57.536045,-23.657001,0.4961016764544873,0.4583333333333333,0.5714285714285714
236,65.05092,-24.138033,0.4887435743021117,0.3888888888888889,0.5714285714285714
237,62.909523,-24.586468,0.48644856007195775,0.4583333333333333,0.5119047619047619
238,66.683426,-24.013699,0.49088369415219635,0.5555555555555556,0.5476190476190477
239,65.26152,-24.209753,0.4911173837964157,0.4444444444444444,0.5238095238095238
240,64.940475,-23.934275,0.49112318710688924,0.5,0.5952380952380952
241,58.043694,-24.389383,0.493406048434068,0.4722222222222222,0.5119047619047619
242,60.81541,-23.650702,0.49390514603875396,0.4027777777777778,0.5238095238095238
243,57.885914,-24.272617,0.49138778397120203,0.4305555555555556,0.5119047619047619
244,56.86266,-23.614794,0.49293017313757004,0.4444444444444444,0.5476190476190477
245,61.90389,-23.594387,0.497208008730292,0.4305555555555556,0.5357142857142857
246,61.5236,-23.665325,0.4921816238230627,0.4583333333333333,0.5238095238095238
247,73.03296,-24.19454,0.4920588688507135,0.5138888888888888,0.5238095238095238
248,65.99439,-23.649662,0.49543491394120576,0.4305555555555556,0.5714285714285714
249,63.948746,-23.38044,0.4934480377498874,0.4027777777777778,0.5595238095238095
250,64.20697,-23.52106,0.4982028494845224,0.375,0.5595238095238095
251,55.986286,-23.391052,0.49238012163867106,0.4027777777777778,0.5
252,55.294167,-23.246235,0.49077021444350594,0.3888888888888889,0.6071428571428571
253,66.29775,-24.289083,0.4867812792142338,0.4305555555555556,0.5952380952380952
254,67.79485,-23.164124,0.49253959748442055,0.4444444444444444,0.4642857142857143
255,67.790596,-23.479452,0.4906565641380404,0.4861111111111111,0.5238095238095238
256,59.294006,-23.606998,0.49194694924698706,0.4166666666666667,0.5119047619047619
257,65.07656,-23.589348,0.49338416005911395,0.5,0.5595238095238095
258,60.03764,-23.492426,0.49278882723724166,0.4861111111111111,0.5238095238095238
259,52.9916,-23.261774,0.4932121011156201,0.5138888888888888,0.5119047619047619
260,53.124237,-23.405943,0.4961302435652064,0.5,0.5595238095238095
261,55.91574,-23.314846,0.4906953540083984,0.4166666666666667,0.5714285714285714
262,53.68577,-23.589018,0.49477892486537023,0.4583333333333333,0.5833333333333334
263,54.589355,-23.358063,0.49171709394628155,0.4861111111111111,0.5357142857142857
264,58.963043,-23.529957,0.49202600045816336,0.3888888888888889,0.5357142857142857
265,69.226135,-23.14243,0.49082199106972974,0.4861111111111111,0.5119047619047619
266,66.16443,-23.070173,0.49828282478821817,0.4861111111111111,0.5357142857142857
267,65.21621,-23.310463,0.49198965725791055,0.3888888888888889,0.5714285714285714
268,60.24925,-22.968855,0.4925553942751973,0.4722222222222222,0.5952380952380952
269,59.900764,-23.354574,0.49100928964538554,0.5416666666666666,0.5714285714285714
270,68.98481,-23.526161,0.49436271752730254,0.5277777777777778,0.5357142857142857
271,69.5656,-23.01317,0.4944972510570376,0.5,0.4642857142857143
272,57.364666,-22.817072,0.4940212840174419,0.4722222222222222,0.5714285714285714
273,55.754936,-22.820078,0.4977680006166988,0.4444444444444444,0.4880952380952381
274,60.269176,-22.37421,0.4967002309007602,0.5138888888888888,0.4880952380952381
275,57.892784,-22.664412,0.4974240408151447,0.4444444444444444,0.5357142857142857
276,59.383392,-22.871923,0.49662110814237875,0.4305555555555556,0.5
277,58.256287,-22.070751,0.49198650887682277,0.5277777777777778,0.5238095238095238
278,58.134056,-22.453997,0.5033736826401988,0.5,0.5714285714285714
279,66.54422,-22.481173,0.5008972699179429,0.4444444444444444,0.5357142857142857
280,66.61538,-22.862082,0.4955075358674655,0.4305555555555556,0.5
281,55.63328,-22.030563,0.4967507234229169,0.5416666666666666,0.5952380952380952
282,56.34224,-22.844336,0.4983890783979296,0.4722222222222222,0.5357142857142857
283,55.268715,-22.337952,0.49921154013588653,0.5277777777777778,0.5476190476190477
284,47.418106,-21.96804,0.4953011596853767,0.4444444444444444,0.5476190476190477
285,44.084568,-22.741518,0.49845363968306583,0.4305555555555556,0.47619047619047616
286,45.17092,-22.483974,0.5019001535438691,0.4166666666666667,0.5833333333333334
287,51.331497,-22.09737,0.4998029218488126,0.4027777777777778,0.5238095238095238
288,47.823174,-21.866364,0.49967790932400674,0.5555555555555556,0.5238095238095238
289,46.761086,-21.992714,0.49945692391625635,0.4444444444444444,0.5833333333333334
290,51.336716,-22.191645,0.5001380692908911,0.4722222222222222,0.5833333333333334
291,55.40998,-22.50799,0.49913725981945634,0.4861111111111111,0.5357142857142857
292,54.046665,-22.598438,0.4955337726039035,0.5138888888888888,0.5119047619047619
293,55.942856,-22.355894,0.49934650403712766,0.4444444444444444,0.5476190476190477
294,59.056892,-21.896423,0.49957676311184246,0.4166666666666667,0.5476190476190477
295,55.2596,-22.185762,0.5009110266541801,0.4722222222222222,0.5238095238095238
296,55.750587,-22.455662,0.49841469944456795,0.4166666666666667,0.5119047619047619
297,54.288982,-21.744383,0.49751660406560716,0.4583333333333333,0.4642857142857143
298,47.22141,-22.023983,0.5014010929788564,0.4166666666666667,0.5476190476190477
299,45.921658,-21.689014,0.5031967892943174,0.4444444444444444,0.5119047619047619
300,48.726585,-21.925852,0.49837823861497715,0.4722222222222222,0.5357142857142857
301,45.625538,-22.055687,0.4972237633011453,0.5138888888888888,0.5952380952380952
302,47.802616,-21.897974,0.4984513380921385,0.4444444444444444,0.5714285714285714
303,48.15754,-21.661386,0.5009992520486745,0.5555555555555556,0.5
304,43.92198,-21.681128,0.49591241343338915,0.4305555555555556,0.6071428571428571
305,41.673325,-22.14906,0.49875465683282894,0.5138888888888888,0.4642857142857143
306,44.938667,-21.442417,0.49969452449286544,0.4166666666666667,0.5476190476190477
307,35.302074,-21.653906,0.5002722839090503,0.5555555555555556,0.5357142857142857
308,41.76515,-21.83876,0.4925883911843595,0.4166666666666667,0.5357142857142857
309,42.745625,-21.326406,0.5029842912059608,0.4444444444444444,0.5238095238095238
310,38.75425,-21.355864,0.4979222561590453,0.4444444444444444,0.5357142857142857
311,38.335945,-21.778486,0.5030690400698041,0.3611111111111111,0.5357142857142857
312,34.34533,-21.744873,0.5032013558944546,0.5,0.5714285714285714
313,29.327682,-21.24529,0.5013800195626734,0.3888888888888889,0.6190476190476191
314,36.00756,-21.288563,0.4983285683994243,0.5138888888888888,0.5238095238095238
315,39.8405,-21.859694,0.5017854997322551,0.4444444444444444,0.5952380952380952
316,39.05941,-21.598223,0.5031803485534297,0.3888888888888889,0.5357142857142857
317,42.648937,-21.133707,0.49969259071799416,0.4722222222222222,0.5119047619047619
318,37.83042,-21.533802,0.5010548151277106,0.4722222222222222,0.5952380952380952
319,41.280823,-21.3124,0.5031334022311376,0.4722222222222222,0.5357142857142857
320,45.219784,-21.104464,0.5002073776998711,0.4444444444444444,0.6428571428571429
321,44.860233,-21.175383,0.5029512729662702,0.4722222222222222,0.5476190476190477
322,45.74065,-21.714369,0.5037946520543048,0.5138888888888888,0.5357142857142857
323,46.544903,-21.244911,0.5014070225804157,0.4305555555555556,0.5595238095238095
324,47.687305,-21.559525,0.5018215255815357,0.5,0.5833333333333334
325,32.17149,-21.186455,0.49908476318075956,0.3611111111111111,0.5
326,37.70802,-21.141653,0.5033126881078402,0.4722222222222222,0.5238095238095238
327,41.53485,-20.483625,0.5020772013549709,0.4722222222222222,0.6190476190476191
328,38.140827,-21.366951,0.500791264295976,0.5,0.5714285714285714
329,32.678333,-21.324484,0.5057814777796577,0.4305555555555556,0.5952380952380952
330,36.393463,-20.735626,0.5036255548875832,0.4583333333333333,0.47619047619047616
331,28.760685,-20.488356,0.4988562546092262,0.4305555555555556,0.5595238095238095
332,39.556927,-20.739967,0.5061468488517985,0.3888888888888889,0.5119047619047619
333,47.07769,-20.717644,0.49778989862625944,0.4583333333333333,0.5
334,46.885628,-20.12773,0.5049446905394877,0.4722222222222222,0.5
335,44.20249,-20.237858,0.5028929675614532,0.3888888888888889,0.5833333333333334
336,33.314476,-20.654451,0.5001307006176791,0.4583333333333333,0.5119047619047619
337,37.933407,-20.850502,0.49911974559875916,0.4444444444444444,0.4880952380952381
338,39.039497,-20.358648,0.5019993968474624,0.4166666666666667,0.5833333333333334
339,35.782284,-20.661505,0.5018913829092563,0.5277777777777778,0.5833333333333334
340,36.65149,-20.391466,0.5049284812627839,0.4583333333333333,0.5357142857142857
341,33.5005,-20.715214,0.4997385293695919,0.4722222222222222,0.5714285714285714
342,33.552326,-20.33301,0.4986783014215342,0.4861111111111111,0.5476190476190477
343,38.00241,-19.918215,0.5003205474497343,0.5416666666666666,0.5119047619047619
344,41.245026,-20.22178,0.5015945355447862,0.5138888888888888,0.5714285714285714
345,35.956192,-20.495995,0.5026033226491091,0.5,0.5
346,35.08033,-20.48095,0.5035301957174256,0.4722222222222222,0.5714285714285714
347,39.56204,-20.748621,0.5047168815838472,0.4722222222222222,0.5833333333333334
348,44.924164,-20.439606,0.5016523637414814,0.5416666666666666,0.5238095238095238
349,41.76697,-20.555794,0.49979291044337576,0.5555555555555556,0.5952380952380952
350,40.44946,-20.431356,0.5056457755171914,0.4722222222222222,0.4880952380952381
351,43.54862,-20.310427,0.5045308363107855,0.5277777777777778,0.5833333333333334
352,44.43933,-19.864222,0.5057265586546038,0.4583333333333333,0.5595238095238095
353,40.725807,-20.273537,0.5017451665311299,0.4444444444444444,0.5833333333333334
354,45.58117,-19.938694,0.5012045372212741,0.5416666666666666,0.5714285714285714
355,47.195568,-19.935904,0.503490458192326,0.4305555555555556,0.5357142857142857
